,agent,episodes,success_rate,policy_train_time,abstraction_train_time,experiment_train_time,total_train_time,seed,total_steps
0,icml_3600_ppo,2400,0.0,1854.5706446170807,71.23543882369995,240.551,2166.3570834407806,237,52295
