,success,times,rewards,steps
0,0,0.013043403625488281,44.0,22
1,0,0.017399311065673828,22.0,22
2,0,0.024199724197387695,37.0,18
3,0,0.027462244033813477,16.0,19
4,0,0.03150343894958496,21.0,13
5,0,0.03662872314453125,30.0,13
6,0,0.03864789009094238,10.0,15
7,0,0.041779518127441406,18.0,15
8,0,0.04658842086791992,22.0,17
9,0,0.04973745346069336,18.0,20
10,0,0.05231618881225586,10.0,17
11,0,0.05370759963989258,8.0,15
12,0,0.0552060604095459,7.0,24
13,0,0.05713629722595215,8.0,24
14,0,0.06021428108215332,16.0,12
15,0,0.0659172534942627,24.0,10
16,0,0.06839489936828613,17.0,19
17,0,0.07331728935241699,30.0,12
18,0,0.07583117485046387,14.0,26
19,0,0.07801485061645508,13.0,19
20,0,0.07959961891174316,10.0,24
21,0,0.08164620399475098,12.0,17
22,0,0.08492326736450195,19.0,20
23,0,0.08733057975769043,15.0,9
24,0,0.08922481536865234,11.0,33
25,0,0.0916595458984375,15.0,16
26,0,0.09482049942016602,16.0,22
27,0,0.09747123718261719,13.0,15
28,0,0.10333561897277832,31.0,16
29,0,0.11281180381774902,63.0,11
30,0,0.11491560935974121,13.0,43
31,0,0.1188664436340332,26.0,33
32,0,0.12156414985656738,15.0,25
33,0,0.12417340278625488,16.0,12
34,0,0.1271681785583496,17.0,26
35,0,0.12925124168395996,14.0,13
36,0,0.1322634220123291,20.0,23
37,0,0.13732242584228516,30.0,14
38,0,0.14118027687072754,25.0,11
39,0,0.1445176601409912,22.0,15
40,0,0.14732646942138672,18.0,25
41,0,0.1499025821685791,17.0,32
42,0,0.15346145629882812,23.0,22
43,0,0.15550565719604492,14.0,15
44,0,0.15830111503601074,19.0,20
45,0,0.1621108055114746,26.0,24
46,0,0.16508054733276367,20.0,23
47,0,0.16787147521972656,19.0,32
48,0,0.1699507236480713,14.0,10
49,0,0.17265057563781738,16.0,12
50,0,0.1754624843597412,17.0,19
51,0,0.1790931224822998,23.0,10
52,0,0.18238401412963867,23.0,19
53,0,0.1864461898803711,25.0,28
54,0,0.1897752285003662,22.0,21
55,0,0.19183707237243652,13.0,23
56,0,0.19348621368408203,10.0,23
57,0,0.19726252555847168,25.0,12
58,0,0.20096039772033691,23.0,10
59,0,0.2037501335144043,19.0,20
60,0,0.20596551895141602,14.0,11
61,0,0.20853757858276367,18.0,29
62,0,0.21608948707580566,51.0,26
63,0,0.22036957740783691,30.0,21
64,0,0.22323298454284668,19.0,10
65,0,0.2269747257232666,18.0,12
66,0,0.2307441234588623,16.0,11
67,0,0.23503613471984863,26.0,21
68,0,0.237443208694458,17.0,17
69,0,0.24062633514404297,21.0,35
70,0,0.24416637420654297,22.0,16
71,0,0.25080084800720215,46.0,12
72,0,0.25508856773376465,29.0,17
73,0,0.25762057304382324,16.0,26
74,0,0.2607457637786865,22.0,27
75,0,0.26322364807128906,17.0,45
76,0,0.26775693893432617,29.0,15
77,0,0.26981234550476074,13.0,22
78,0,0.27251100540161133,18.0,19
79,0,0.2742950916290283,12.0,30
80,0,0.27701616287231445,18.0,15
81,0,0.27844762802124023,9.0,79
82,0,0.28273630142211914,30.0,16
83,0,0.2841947078704834,9.0,19
84,0,0.2866997718811035,16.0,25
85,0,0.2894282341003418,19.0,21
86,0,0.29558229446411133,41.0,19
87,0,0.297757625579834,13.0,14
88,0,0.3018615245819092,27.0,13
89,0,0.3051304817199707,22.0,25
90,0,0.3096597194671631,29.0,29
91,0,0.31179332733154297,13.0,17
92,0,0.3145463466644287,17.0,16
93,0,0.3174612522125244,18.0,17
94,0,0.320080041885376,17.0,22
95,0,0.3222498893737793,13.0,26
96,0,0.3256683349609375,21.0,12
97,0,0.3279240131378174,15.0,76
98,0,0.3327789306640625,32.0,21
99,0,0.33510899543762207,15.0,13
100,0,0.33862829208374023,23.0,36
101,0,0.34123849868774414,16.0,18
102,0,0.34432172775268555,20.0,61
103,0,0.3478832244873047,24.0,10
104,0,0.35095930099487305,20.0,39
105,0,0.35304880142211914,13.0,10
106,0,0.3553481101989746,15.0,23
