,episode,reward,epochs,epsilon,success
0,0,1446.2656918463679,999,0.999,False
1,1,1538.6484670051618,999,0.998001,False
2,2,1506.5025912706883,999,0.997002999,False
3,3,2165.8067230237243,999,0.996005996001,False
4,4,1508.2520855104578,944,0.995009990004999,True
5,5,991.6137857915246,999,0.994014980014994,False
6,6,1751.336699443162,999,0.993020965034979,False
7,7,1315.7636443507395,999,0.9920279440699441,False
8,8,1563.7402937344636,999,0.9910359161258742,False
9,9,868.5575587370427,999,0.9900448802097482,False
10,10,1090.2081980938353,701,0.9890548353295385,True
11,11,1757.3348418691692,999,0.988065780494209,False
12,12,1048.9500508745666,724,0.9870777147137147,True
13,13,804.4278993640544,393,0.986090636999001,True
14,14,1930.1618992791232,999,0.9851045463620021,False
15,15,1120.951509438936,999,0.98411944181564,False
16,16,1030.9274649177203,999,0.9831353223738244,False
17,17,1790.6490801052423,999,0.9821521870514506,False
18,18,1865.492254785239,999,0.9811700348643991,False
19,19,1534.2807589204258,999,0.9801888648295347,False
20,20,709.0956991658232,249,0.9792086759647052,True
21,21,1634.1312993753422,999,0.9782294672887405,False
22,22,1322.0642725641922,587,0.9772512378214517,True
23,23,1531.8026958022392,999,0.9762739865836303,False
24,24,1587.5301449382862,632,0.9752977125970467,True
25,25,2386.981953898055,980,0.9743224148844496,True
26,26,1518.0501251061166,767,0.9733480924695651,True
27,27,2088.929518312594,999,0.9723747443770956,False
28,28,1960.9858466540215,832,0.9714023696327185,True
29,29,1753.3044561425381,999,0.9704309672630859,False
30,30,1902.3005912842677,999,0.9694605362958227,False
31,31,1995.3309651817146,999,0.9684910757595269,False
32,32,1220.5506005665907,999,0.9675225846837673,False
33,33,1741.6309901855893,771,0.9665550620990835,True
34,34,1803.6407788010918,814,0.9655885070369844,True
35,35,1681.3662419586665,999,0.9646229185299474,False
36,36,1733.6795627251558,692,0.9636582956114175,True
37,37,1878.9016978017557,999,0.9626946373158061,False
38,38,1834.9988624188027,999,0.9617319426784903,False
39,39,904.1629876026112,999,0.9607702107358118,False
40,40,468.6812482572077,999,0.959809440525076,False
41,41,1718.6703497487104,999,0.9588496310845509,False
42,42,1268.8087990470788,704,0.9578907814534664,True
43,43,2103.6248136075437,999,0.9569328906720129,False
44,44,1642.9806491451986,999,0.9559759577813409,False
45,45,963.9828842080514,518,0.9550199818235596,True
46,46,1513.960231273902,999,0.9540649618417361,False
47,47,2025.1057628421272,999,0.9531108968798944,False
48,48,1477.5448535703508,999,0.9521577859830145,False
49,49,1596.9770049450444,864,0.9512056281970315,True
50,50,690.1596764951289,999,0.9502544225688344,False
51,51,1748.3266271395253,999,0.9493041681462656,False
52,52,1667.8099872174525,898,0.9483548639781193,True
53,53,743.2130464914392,999,0.9474065091141411,False
54,54,2343.2131451162304,999,0.946459102605027,False
55,55,1350.1933807707176,999,0.9455126435024219,False
56,56,1329.595561446864,999,0.9445671308589195,False
57,57,1236.6370821275045,999,0.9436225637280606,False
58,58,1301.5054995499463,999,0.9426789411643326,False
59,59,2152.83127417508,999,0.9417362622231683,False
60,60,1755.2306586749824,967,0.9407945259609451,True
61,61,1237.2318468325593,999,0.9398537314349842,False
62,62,1929.6230227589178,999,0.9389138777035492,False
63,63,2117.9890053908935,999,0.9379749638258457,False
64,64,617.2758212257245,999,0.9370369888620198,False
65,65,1495.2150185824564,782,0.9360999518731578,True
66,66,722.8790916219879,999,0.9351638519212846,False
67,67,1603.9168818674507,999,0.9342286880693633,False
68,68,1625.8143018273615,754,0.933294459381294,True
69,69,1844.531674912609,999,0.9323611649219127,False
70,70,1413.2639525020238,600,0.9314288037569908,True
71,71,1474.3383809986008,999,0.9304973749532338,False
72,72,842.8114185109383,999,0.9295668775782806,False
73,73,926.2806132568255,999,0.9286373107007023,False
74,74,1618.249006808632,833,0.9277086733900016,True
75,75,981.3925192466429,396,0.9267809647166116,True
76,76,1836.488235231005,817,0.925854183751895,True
