,agent,episodes,success_rate,policy_train_time,abstraction_train_time,experiment_train_time,total_train_time,seed,total_steps
0,icml_600_ppo,400,0.0,377.7141444683075,190.2771770954132,138.816,706.8073215637207,138,399190
