,agent,episodes,success_rate,policy_train_time,abstraction_train_time,experiment_train_time,total_train_time,seed,total_steps
0,icml_600_2_ppo,400,0.1475,561.8810589313507,361.52249574661255,188.414,1111.8175546779632,886,383657
