,agent,episodes,success_rate,policy_train_time,abstraction_train_time,experiment_train_time,total_train_time,seed,total_steps
0,icml_3_ppo,5,0.0,18.639623165130615,0.5646200180053711,2.002,21.206243183135985,237,50
