,agent,episodes,success_rate,policy_train_time,abstraction_train_time,experiment_train_time,total_train_time,seed,total_steps
0,icml_800_ppo,200,0.0,464.86771035194397,123.0904278755188,58.667,646.6251382274628,137,189167
