,episode,reward,epochs,success
0,0,-103.06044999381265,199,False
1,1,-40.11979347289889,199,False
2,2,-164.72268535666126,199,False
3,3,-110.20732751051037,199,False
4,4,-102.8337790643709,199,False
5,5,-118.87855298248178,199,False
6,6,-154.25975240088883,199,False
7,7,-136.41529628168792,199,False
8,8,-30.89593790739309,199,False
9,9,-37.452681812304945,199,False
10,10,-101.07953147737499,199,False
11,11,-111.97103754877753,199,False
12,12,-79.59049498006061,199,False
13,13,-70.9429711902194,199,False
14,14,-67.38487232162151,199,False
15,15,-97.7545573607349,199,False
16,16,-87.74048878060421,199,False
17,17,-116.75273774183006,199,False
18,18,-139.6712236148735,199,False
19,19,-106.67367078551615,199,False
20,20,-142.9401964933495,199,False
21,21,-144.57206818822124,199,False
22,22,-139.1180644024862,199,False
23,23,-123.63673486545304,199,False
24,24,-12.841541048896033,199,False
25,25,-24.939169405319262,199,False
26,26,-33.701031045551645,199,False
27,27,-61.408572153822206,199,False
28,28,-143.4719142625445,199,False
29,29,-111.09348644051715,199,False
30,30,-45.8683076417733,199,False
31,31,-120.9142869938878,199,False
32,32,-146.90014424543187,199,False
33,33,-89.21754231762316,199,False
34,34,-98.79378856260155,199,False
35,35,-154.42706938140327,199,False
36,36,-55.45152108190814,199,False
37,37,-20.276663074604585,199,False
38,38,-83.3967657914618,199,False
39,39,-39.726999660546426,199,False
40,40,-76.67607576970477,199,False
41,41,-113.83962143570352,199,False
42,42,-131.1688295705826,199,False
43,43,-142.6063381414442,199,False
44,44,-74.95232705352828,199,False
45,45,-17.19194931676975,199,False
46,46,-95.18127594512771,199,False
47,47,-67.20215629559243,199,False
48,48,-73.8381953464559,199,False
49,49,-151.55116217258546,199,False
50,50,-39.760610600227665,199,False
51,51,-101.79687733886931,199,False
52,52,-104.93006639828673,199,False
53,53,-60.44099930625089,199,False
54,54,-79.9247368693832,199,False
55,55,-53.28248089447152,199,False
56,56,-89.79514954355545,199,False
57,57,-49.42957349896824,199,False
58,58,-119.48109208953974,199,False
59,59,-140.86668377786873,199,False
60,60,-77.81477573791926,199,False
61,61,-97.93714596646532,199,False
62,62,-98.7661154708112,199,False
63,63,-115.61917541150615,199,False
64,64,-154.06266267002502,199,False
65,65,-142.9175231073932,199,False
66,66,-84.84414443648711,199,False
67,67,-80.13094631698914,199,False
68,68,-99.41566654972485,199,False
69,69,-98.08353965529386,199,False
70,70,-86.75271531194448,199,False
71,71,-128.17579451409438,199,False
72,72,-77.5014769557165,199,False
73,73,-77.23412182406173,199,False
74,74,-125.87402555166045,199,False
75,75,-103.13514599827067,199,False
76,76,-158.98163848043987,199,False
77,77,-100.1209120566491,199,False
78,78,-161.53250664831285,199,False
79,79,-137.90665466278733,199,False
80,80,-70.06863310746121,199,False
81,81,-87.30599902139511,199,False
82,82,-123.13406511350331,199,False
83,83,-99.46436151797025,199,False
84,84,-147.32273979809543,199,False
85,85,-25.538164835073985,199,False
86,86,-70.78584097127896,199,False
87,87,-99.52919444818826,199,False
88,88,-90.93317581120937,199,False
89,89,-45.59409790392601,199,False
90,90,-101.11874585547775,199,False
91,91,39.14254329481628,199,False
92,92,-85.74280398117844,199,False
93,93,-123.698453320093,199,False
94,94,-124.10870961777982,199,False
95,95,-120.41283397068037,199,False
96,96,-124.1166780929907,199,False
97,97,-46.24865273601608,199,False
98,98,-88.93180668912828,199,False
99,99,-80.43570077518234,199,False
100,100,-101.71297985236743,199,False
101,101,-132.68676540558226,199,False
102,102,-114.4451710262947,199,False
103,103,-116.78980002563912,199,False
104,104,-147.31225482448644,199,False
105,105,-106.22500675628908,199,False
106,106,-131.44594516836514,199,False
107,107,-104.15371584641002,199,False
108,108,-87.13824354510871,199,False
109,109,-94.86015206841694,199,False
110,110,-55.299672853492666,199,False
111,111,-132.15476797615702,199,False
112,112,-148.00608318957893,199,False
113,113,-132.013873202799,199,False
114,114,-33.10307568919961,199,False
115,115,-110.47257714765146,199,False
116,116,-102.57639136309444,199,False
