,episode,reward,epochs,epsilon,abs_size,rate,success
0,1,-1267.7511094590361,200,0.999,8,0.0,False
1,2,-982.2747316339857,200,0.998001,8,0.0,False
2,3,-1138.136528950875,200,0.997002999,8,0.0,False
3,4,-1392.496551830319,200,0.996005996001,8,0.0,False
4,5,-1070.6052892403802,200,0.995009990004999,8,0.0,False
5,6,-1683.9752736830355,200,0.994014980014994,8,0.0,False
6,7,-1053.9039177652476,200,0.993020965034979,8,0.0,False
7,8,-1492.8945804344755,200,0.9920279440699441,8,0.0,False
8,9,-1344.2332601287058,200,0.9910359161258742,8,0.0,False
9,10,-997.070546493857,200,0.9900448802097482,8,0.0,False
10,11,-1046.6560562676045,200,0.9890548353295385,8,0.0,False
11,12,-1286.97062354925,200,0.988065780494209,8,0.0,False
12,13,-1081.91660603308,200,0.9870777147137147,8,0.0,False
13,14,-1119.6698167415138,200,0.986090636999001,8,0.0,False
14,15,-1286.386337297998,200,0.9851045463620021,8,0.0,False
15,16,-1468.4662687050277,200,0.98411944181564,8,0.0,False
16,17,-1301.2327822852403,200,0.9831353223738244,8,0.0,False
17,18,-1221.2004484632769,200,0.9821521870514506,8,0.0,False
18,19,-1034.6585922918741,200,0.9811700348643991,8,0.0,False
19,20,-1518.259189990008,200,0.9801888648295347,8,0.0,False
20,21,-1080.9954991457673,200,0.9792086759647052,8,0.0,False
21,22,-1305.3927767937648,200,0.9782294672887405,8,0.0,False
22,23,-1307.7350012872664,200,0.9772512378214517,8,0.0,False
23,24,-1423.9150404095944,200,0.9762739865836303,8,0.0,False
24,25,-867.7857320014307,200,0.9752977125970467,8,0.0,False
25,26,-1308.020429982922,200,0.9743224148844496,8,0.0,False
26,27,-1550.861891432783,200,0.9733480924695651,8,0.0,False
27,28,-1302.9649637249688,200,0.9723747443770956,8,0.0,False
28,29,-964.7367448411012,200,0.9714023696327185,8,0.0,False
29,30,-1105.6847262382917,200,0.9704309672630859,8,0.0,False
30,31,-1175.8597042978818,200,0.9694605362958227,8,0.0,False
31,32,-1119.0128431992082,200,0.9684910757595269,8,0.0,False
32,33,-1327.9100070524628,200,0.9675225846837673,8,0.0,False
33,34,-1523.984896105215,200,0.9665550620990835,8,0.0,False
34,35,-1300.503914281918,200,0.9655885070369844,8,0.0,False
35,36,-1158.5635454234455,200,0.9646229185299474,8,0.0,False
36,37,-1012.7273298932447,200,0.9636582956114175,8,0.0,False
37,38,-996.5276913708462,200,0.9626946373158061,8,0.0,False
38,39,-1075.092194253,200,0.9617319426784903,8,0.0,False
39,40,-1243.9610881546866,200,0.9607702107358118,8,0.0,False
40,41,-1295.0674702575677,200,0.959809440525076,8,0.0,False
41,42,-1122.7970542956598,200,0.9588496310845509,8,0.0,False
42,43,-1014.0650249260576,200,0.9578907814534664,8,0.0,False
43,44,-1566.1011286633004,200,0.9569328906720129,8,0.0,False
44,45,-1090.5623647239454,200,0.9559759577813409,8,0.0,False
45,46,-1149.4796184816598,200,0.9550199818235596,8,0.0,False
46,47,-1031.320900678211,200,0.9540649618417361,8,0.0,False
47,48,-1121.551200758158,200,0.9531108968798944,8,0.0,False
48,49,-1560.1067762778732,200,0.9521577859830145,8,0.0,False
49,50,-1339.9634593767246,200,0.9512056281970315,8,0.0,False
50,51,-1155.664451964343,200,0.9502544225688344,8,0.0,False
51,52,-1410.8281935711896,200,0.9493041681462656,8,0.0,False
52,53,-1244.0074448693833,200,0.9483548639781193,8,0.0,False
53,54,-1071.5884166220164,200,0.9474065091141411,8,0.0,False
54,55,-1552.7385915175682,200,0.946459102605027,8,0.0,False
55,56,-1527.0803520477496,200,0.9455126435024219,8,0.0,False
56,57,-1645.6834207459674,200,0.9445671308589195,8,0.0,False
57,58,-1364.5918854882761,200,0.9436225637280606,8,0.0,False
58,59,-986.5499349771277,200,0.9426789411643326,8,0.0,False
59,60,-1095.0963553176605,200,0.9417362622231683,8,0.0,False
60,61,-889.7039579579289,200,0.9407945259609451,8,0.0,False
61,62,-1349.4527184982064,200,0.9398537314349842,8,0.0,False
62,63,-1202.6222617521219,200,0.9389138777035492,8,0.0,False
63,64,-1006.6212716154768,200,0.9379749638258457,8,0.0,False
64,65,-1532.692116070336,200,0.9370369888620198,8,0.0,False
65,66,-1570.4673874077698,200,0.9360999518731578,8,0.0,False
66,67,-1590.9766281830753,200,0.9351638519212846,8,0.0,False
67,68,-1038.5088496739095,200,0.9342286880693633,8,0.0,False
68,69,-1032.7056021093008,200,0.933294459381294,8,0.0,False
69,70,-1161.2721038742873,200,0.9323611649219127,8,0.0,False
70,71,-1034.24382613385,200,0.9314288037569908,8,0.0,False
71,72,-1488.235286417018,200,0.9304973749532338,8,0.0,False
72,73,-1392.6337189998994,200,0.9295668775782806,8,0.0,False
73,74,-1561.4883513818816,200,0.9286373107007023,8,0.0,False
74,75,-1425.3850393722125,200,0.9277086733900016,8,0.0,False
75,76,-1382.9341549791152,200,0.9267809647166116,8,0.0,False
