,episode,reward,epochs,success
0,0,489.990784719699,206,True
1,1,459.675440533007,204,True
2,2,319.07405380576097,132,True
3,3,486.8075833615723,205,True
4,4,316.3690896252104,132,True
5,5,572.3656423936727,234,True
6,6,339.5455793189543,128,True
7,7,297.96452676162073,143,True
8,8,362.7710578063681,127,True
9,9,359.91487874913975,127,True
10,10,485.098838842244,205,True
11,11,302.6287756590386,140,True
12,12,346.742734791734,128,True
13,13,507.1589340834885,208,True
14,14,335.1632223752143,129,True
15,15,293.2031674435363,149,True
16,16,301.57525065144677,140,True
17,17,350.20198191911584,127,True
18,18,507.177406449116,208,True
19,19,304.1168721890264,138,True
20,20,466.7837523425045,204,True
21,21,470.6615295589655,204,True
22,22,311.2882356205333,134,True
23,23,295.4169793555624,146,True
24,24,301.40188672170564,141,True
25,25,359.6358531379049,127,True
26,26,516.5255147033477,209,True
27,27,340.3216099349638,129,True
28,28,307.02646232018185,137,True
29,29,503.3603557231481,207,True
30,30,357.77545769229744,128,True
31,31,326.1254197239704,130,True
32,32,530.4545087575195,212,True
33,33,318.00831006770653,133,True
34,34,512.396425446588,208,True
35,35,300.81354500500987,140,True
36,36,559.037034233881,222,True
37,37,320.94868121934866,131,True
38,38,501.74233440359984,207,True
39,39,447.3277258484782,202,True
40,40,344.3426817524244,128,True
41,41,294.46493869445146,147,True
42,42,309.48226111473946,135,True
43,43,478.5671489663089,205,True
44,44,338.0054401507923,129,True
45,45,367.10344890402513,125,True
46,46,332.104768745231,129,True
47,47,300.37487755794496,142,True
48,48,343.89894573683824,128,True
49,49,485.2128640045368,205,True
50,50,339.41861644009657,128,True
51,51,362.81913221491885,127,True
52,52,303.80464761957666,139,True
53,53,324.47397891523593,131,True
54,54,295.487191873602,146,True
55,55,502.4109111446088,207,True
56,56,355.3100057164205,128,True
57,57,356.49304014938787,127,True
58,58,373.7349319469768,125,True
59,59,502.62743433070875,207,True
60,60,478.91386832041763,203,True
61,61,451.2863327866251,203,True
62,62,286.6626153581705,170,True
63,63,515.4126552471956,209,True
64,64,503.1663557295041,207,True
65,65,502.61624066612507,207,True
66,66,478.72826520859536,203,True
67,67,294.62193152131385,148,True
68,68,365.64332242705717,126,True
69,69,362.75664249287837,127,True
70,70,323.1341239458257,131,True
71,71,290.9604486772741,154,True
72,72,346.24758164714996,128,True
73,73,530.3328446289913,212,True
74,74,338.4141137506307,128,True
75,75,350.17385752577076,128,True
76,76,514.8081860503174,209,True
77,77,329.22944515789004,129,True
78,78,335.0466595537194,129,True
