,agent,episodes,success_rate,policy_train_time,abstraction_train_time,experiment_train_time,total_train_time,seed,total_steps
0,icml_2400_ppo,600,0.0,532.4223759174347,0.7979021072387695,86.814,620.0342780246734,237,120000
