,agent,episodes,success_rate,policy_train_time,abstraction_train_time,experiment_train_time,total_train_time,seed,total_steps
0,icml_2400_ppo,600,0.0,490.92451333999634,0.7827064990997314,92.01,583.7172198390961,672,120000
