,agent,episodes,success_rate,policy_train_time,abstraction_train_time,experiment_train_time,total_train_time,seed,total_steps
0,icml_3_ppo,5,0.0,1.698179006576538,0.5602333545684814,1.963,4.22141236114502,237,50
