,agent,episodes,success_rate,policy_train_time,abstraction_train_time,experiment_train_time,total_train_time,seed,total_steps
0,icml_2400_ppo,600,0.0,483.9512286186218,65.23999190330505,99.644,648.8352205219269,886,120000
