,success,times,rewards
0,0,0.7374927997589111,-0.73686
1,0,1.45298171043396,-0.10754000000000005
2,0,2.134657859802246,-0.06542000000000003
3,0,2.8168864250183105,-0.14519000000000004
4,0,3.483642101287842,-0.14962
