,agent,episodes,success_rate,policy_train_time,abstraction_train_time,experiment_train_time,total_train_time,seed,total_steps
0,icml_800_ppo,200,0.0,474.9534578323364,128.07210421562195,55.627,658.6525620479583,58,191501
