,agent,episodes,success_rate,policy_train_time,abstraction_train_time,experiment_train_time,total_train_time,seed,total_steps
0,icml_1200_ppo,800,0.01375,474.13127732276917,425.03332114219666,285.59,1184.7545984649657,237,399086
