,agent,episodes,success_rate,policy_train_time,abstraction_train_time,experiment_train_time,total_train_time,seed,total_steps
0,icml_1600_ppo,400,0.0025,929.0135235786438,46.75780439376831,116.751,1092.522327972412,672,199931
