,success,times,rewards,steps
0,0,0.11171531677246094,-499.0,500
1,0,0.22280168533325195,-499.0,500
2,0,0.3339672088623047,-499.0,500
3,0,0.4894592761993408,-499.0,500
4,0,0.6006267070770264,-499.0,500
5,0,0.7172744274139404,-499.0,500
6,0,0.8276619911193848,-499.0,500
7,0,0.9371011257171631,-499.0,500
8,0,1.0486602783203125,-499.0,500
9,0,1.1592273712158203,-499.0,500
10,0,1.2840087413787842,-499.0,500
11,0,1.3942649364471436,-499.0,500
12,0,1.5321834087371826,-499.0,500
13,0,1.6441292762756348,-499.0,500
14,0,1.7632033824920654,-499.0,500
15,0,1.8780248165130615,-499.0,500
16,0,1.9989044666290283,-499.0,500
17,0,2.1099135875701904,-499.0,500
18,0,2.220482587814331,-499.0,500
19,0,2.33233642578125,-499.0,500
20,0,2.4533934593200684,-499.0,500
21,0,2.5668704509735107,-499.0,500
22,0,2.677809238433838,-499.0,500
23,0,2.7887372970581055,-499.0,500
24,0,2.899811029434204,-499.0,500
25,0,3.0181751251220703,-499.0,500
26,0,3.128765106201172,-499.0,500
27,0,3.242497205734253,-499.0,500
28,0,3.3548808097839355,-499.0,500
29,0,3.4746298789978027,-499.0,500
30,0,3.585002899169922,-499.0,500
31,0,3.6990137100219727,-499.0,500
32,0,3.8138294219970703,-499.0,500
33,0,3.9241485595703125,-499.0,500
34,0,4.037401437759399,-499.0,500
35,0,4.156301498413086,-499.0,500
36,0,4.2695231437683105,-499.0,500
37,0,4.378736734390259,-499.0,500
38,0,4.488525629043579,-499.0,500
39,0,4.5982537269592285,-499.0,500
40,0,4.710094928741455,-499.0,500
41,0,4.820502996444702,-499.0,500
42,0,4.933570861816406,-499.0,500
43,0,5.050214767456055,-499.0,500
44,0,5.1623148918151855,-499.0,500
45,0,5.279671907424927,-499.0,500
46,0,5.392415761947632,-499.0,500
47,0,5.501936435699463,-499.0,500
48,0,5.61335301399231,-499.0,500
49,0,5.7247138023376465,-499.0,500
50,1,5.803302764892578,644.0,500
51,0,5.9129602909088135,-499.0,444
52,0,6.0247907638549805,-499.0,500
53,0,6.135543584823608,-499.0,500
54,0,6.253795862197876,-499.0,500
55,0,6.369218111038208,-499.0,500
56,0,6.4794018268585205,-499.0,500
57,0,6.594518423080444,-499.0,500
58,0,6.706052780151367,-499.0,500
59,0,6.81542181968689,-499.0,500
60,0,6.92861270904541,-499.0,500
61,0,7.041347503662109,-499.0,500
62,0,7.1506407260894775,-499.0,500
63,0,7.26353645324707,-499.0,500
64,0,7.375856876373291,-499.0,500
65,0,7.487326383590698,-499.0,500
66,0,7.599241495132446,-499.0,500
67,0,7.7102296352386475,-499.0,500
68,0,7.821516752243042,-499.0,500
69,0,7.933568000793457,-499.0,500
70,0,8.051770210266113,-499.0,500
71,0,8.170340538024902,-499.0,500
72,0,8.280329704284668,-499.0,500
73,0,8.396393775939941,-499.0,500
74,0,8.50861382484436,-499.0,500
75,0,8.628766536712646,-499.0,500
76,0,8.740601062774658,-499.0,500
77,0,8.850995302200317,-499.0,500
78,1,8.922500610351562,677.0,500
79,0,9.032519340515137,-499.0,500
80,0,9.142309427261353,-499.0,500
81,0,9.25240683555603,-499.0,500
82,0,9.366683006286621,-499.0,500
83,0,9.479090213775635,-499.0,500
84,0,9.598259925842285,-499.0,500
85,0,9.7088623046875,-499.0,500
86,0,9.820492506027222,-499.0,500
87,0,9.932552814483643,-499.0,500
88,0,10.043601751327515,-499.0,500
89,0,10.154605150222778,-499.0,500
90,0,10.264228582382202,-499.0,500
91,0,10.384458780288696,-499.0,500
92,0,10.49434757232666,-499.0,500
