,agent,episodes,success_rate,policy_train_time,abstraction_train_time,experiment_train_time,total_train_time,seed,total_steps
0,icml_3600_ppo,2400,0.0,3254.917514562607,304.97740387916565,339.147,3899.0419184417724,482,222795
