,success,times,rewards,steps
0,0,0.06499290466308594,1.6911299999999996,20
1,0,0.10010695457458496,-10.700169999999998,20
2,0,0.13611268997192383,-2.31344,20
3,0,0.172105073928833,-4.260780000000001,20
4,0,0.20862102508544922,-1.4873900000000002,20
5,0,0.2486276626586914,8.437510000000003,20
6,0,0.28913092613220215,15.650290000000002,20
7,0,0.32813072204589844,6.461579999999999,20
8,0,0.36708879470825195,-0.35884000000000094,20
9,1,0.414334774017334,8.16749,20
10,0,0.4543323516845703,18.638349999999996,20
11,0,0.4923250675201416,7.651300000000001,20
12,0,0.5283606052398682,1.3589900000000006,20
13,1,0.568345308303833,4.71318,20
14,0,0.6085195541381836,-1.37258,20
15,0,0.6470310688018799,2.9702499999999996,20
16,0,0.6910247802734375,23.257690000000004,20
17,0,0.7335243225097656,4.551109999999996,20
18,0,0.7725424766540527,0.9246299999999995,20
19,0,0.812530517578125,14.508070000000002,20
20,1,0.8530614376068115,-1.2632599999999998,20
21,0,0.8953151702880859,1.0516399999999995,20
22,0,0.9322965145111084,-4.778830000000001,20
23,0,0.9728131294250488,3.1132400000000007,20
24,0,1.0154244899749756,15.58694,20
25,0,1.0547516345977783,-3.0996499999999996,20
26,0,1.087996244430542,-0.8022300000000011,20
27,0,1.1239955425262451,4.97976,20
28,0,1.162503957748413,3.857120000000001,20
29,0,1.1985158920288086,16.8573,20
30,0,1.2365036010742188,-3.7444900000000008,20
31,0,1.2780511379241943,4.88503,20
32,0,1.318047285079956,8.570549999999999,20
33,0,1.3570234775543213,-3.539140000000002,20
34,0,1.3975367546081543,10.3113,20
35,1,1.4455339908599854,1.9934499999999986,20
36,0,1.4795258045196533,13.630889999999999,20
37,0,1.516514539718628,5.64807,20
38,0,1.5585157871246338,18.006880000000006,20
39,1,1.5960464477539062,-4.057270000000001,20
40,0,1.636052131652832,9.011579999999999,20
41,0,1.677053451538086,15.34745,20
42,0,1.7146146297454834,4.555400000000001,20
43,1,1.755614995956421,18.58125,20
44,0,1.7966423034667969,1.5937699999999997,20
45,0,1.8331677913665771,1.12202,20
46,0,1.869159460067749,6.450030000000001,20
47,0,1.9073140621185303,10.088999999999999,20
48,0,1.9483134746551514,8.710560000000001,20
49,0,1.9883062839508057,-14.767360000000004,20
50,1,2.0248122215270996,-4.323529999999998,20
51,0,2.066800355911255,7.56877,20
52,0,2.1068482398986816,2.2958800000000004,20
53,0,2.149050712585449,-3.7132600000000022,20
54,0,2.1872522830963135,5.79956,20
55,0,2.2288143634796143,36.14036,20
56,0,2.2658212184906006,8.160359999999997,20
57,0,2.3048202991485596,18.52332,20
58,0,2.3453543186187744,4.04444,20
59,0,2.3855233192443848,-8.809999999999999,20
60,0,2.424984931945801,-3.46203,20
61,0,2.4652726650238037,5.531420000000001,20
62,1,2.50628924369812,3.4591000000000003,20
63,0,2.5452778339385986,10.78465,20
64,0,2.5858190059661865,2.049330000000001,20
65,0,2.623793125152588,4.95054,20
66,0,2.663788080215454,4.128229999999998,20
67,0,2.7052977085113525,3.9935100000000014,20
68,0,2.7393176555633545,-1.388499999999999,20
69,0,2.7788286209106445,1.6929199999999998,20
70,0,2.8176865577697754,-0.8341399999999985,20
71,0,2.857698678970337,22.831100000000003,20
72,0,2.8982126712799072,8.88397,20
73,0,2.9392216205596924,5.573850000000002,20
74,0,2.98117995262146,10.003000000000002,20
75,0,3.017698287963867,7.836949999999998,20
76,0,3.0581977367401123,22.642469999999996,20
77,0,3.096188545227051,0.9407900000000002,20
78,0,3.135697841644287,-0.3745899999999993,20
79,0,3.182260513305664,14.305390000000004,20
80,0,3.223398208618164,0.9078100000000013,20
81,0,3.263404369354248,-0.782360000000001,20
82,0,3.299941301345825,10.103299999999999,20
83,1,3.3409485816955566,17.79284,20
84,0,3.377951145172119,0.36285000000000095,20
85,0,3.4181859493255615,1.8204100000000007,20
86,1,3.4592039585113525,33.012060000000005,20
87,0,3.5021908283233643,22.08119,20
88,0,3.545743703842163,-7.668199999999999,20
89,0,3.582275629043579,-2.2480699999999993,20
90,0,3.6281793117523193,7.50966,20
91,0,3.670703172683716,-1.8484100000000003,20
92,0,3.7107059955596924,-2.1565400000000006,20
93,1,3.744781494140625,22.06625,20
94,0,3.7858691215515137,3.0526499999999994,20
95,0,3.8232340812683105,1.5223600000000008,20
96,0,3.8632102012634277,6.696640000000001,20
97,0,3.900707960128784,0.6972600000000004,20
98,0,3.9417271614074707,-0.9167299999999985,20
99,0,3.978726625442505,1.3217300000000007,20
