,agent,episodes,success_rate,policy_train_time,abstraction_train_time,experiment_train_time,total_train_time,seed,total_steps
0,icml_3_ppo,5,0.0,1.4944124221801758,0.6107039451599121,2.093,4.198116367340088,237,50
