,agent,episodes,success_rate,policy_train_time,abstraction_train_time,experiment_train_time,total_train_time,seed,total_steps
0,icml_2400_ppo,600,0.0,499.86706495285034,64.4373459815979,107.757,672.0614109344483,482,120000
