,agent,episodes,success_rate,policy_train_time,abstraction_train_time,experiment_train_time,total_train_time,seed,total_steps
0,icml_3600_25_ppo,2400,0.0,621.9036378860474,320.7779178619385,601.001,1543.6825557479858,482,480000
