,agent,episodes,success_rate,policy_train_time,abstraction_train_time,experiment_train_time,total_train_time,seed,total_steps
0,icml_3600_25_ppo,2400,0.0004166666666666667,623.2027723789215,330.5160517692566,580.701,1534.4198241481781,379,480000
