,agent,episodes,success_rate,policy_train_time,abstraction_train_time,experiment_train_time,total_train_time,seed,total_steps
0,icml_3600_ppo,2400,0.0004166666666666667,458.83448481559753,201.5561330318451,503.946,1164.3366178474425,808,480000
